station_id,balanced,final_bikes,latitude,longitude
500101221,1,14,25.04132,121.55393
500101222,1,11,25.03795,121.55466
500101223,0,3,25.02528,121.55224
500101224,0,7,25.02208,121.52678
500101225,1,11,25.03551,121.54951
500101226,0,8,25.02942,121.55294
500101227,0,24,25.04061,121.54389
500101228,0,1,25.03813,121.54631
500101229,1,10,25.02476,121.52803
500101230,1,12,25.03056,121.55252
500101231,0,3,25.02014,121.55084
500101232,1,6,25.02572,121.52359
500101233,1,18,25.04152,121.54414
500101234,1,8,25.02468,121.53965
500101235,1,8,25.03601,121.55742
500101236,1,6,25.0187,121.55688
500101237,1,12,25.03817,121.544
500101238,1,12,25.03804,121.55042
500101239,1,8,25.02187,121.52912
500101240,1,12,25.02263,121.53906
500101241,0,16,25.03276,121.54907
500101242,0,13,25.01883,121.5544
500101243,0,6,25.04159,121.5378
500101244,0,14,25.02324,121.52618
500101245,1,9,25.01524,121.55121
500101246,0,0,25.04157,121.5402
500101247,1,12,25.04173,121.54412
500101248,1,7,25.02634,121.53342
500101250,0,7,25.02305,121.54394
500101251,1,10,25.04199,121.54362
500101252,0,0,25.03076,121.52781
500101253,0,1,25.03117,121.54602
500101254,0,1,25.03626,121.53997
500101256,0,3,25.02196,121.54899
500101257,1,8,25.0305,121.54184
500101258,0,5,25.02878,121.53412
500101259,1,8,25.02462,121.53347
500103001,1,9,25.07894,121.51121
500103002,1,15,25.0741,121.51349
500103003,1,8,25.07717,121.50934
500103004,0,2,25.06864,121.5107
500103005,1,24,25.07158,121.51368
500103006,0,4,25.06647,121.5165
500103007,1,9,25.05601,121.50895
500103008,1,20,25.07378,121.51583
500103009,1,44,25.07133,121.52024
500103010,0,5,25.0722,121.51057
500103011,0,2,25.07567,121.51862
500103012,0,2,25.07598,121.51409
500103013,1,15,25.07447,121.52003
500103019,1,6,25.06326,121.51099
500103020,1,20,25.06327,121.50943
500103021,1,20,25.05915,121.51033
500103022,0,1,25.06853,121.51729
500103023,1,15,25.0708,121.51826
500103024,1,38,25.06314,121.51308
500103025,1,16,25.06325,121.51162
500103026,0,4,25.06174,121.51969
500103027,1,20,25.05826,121.52063
500103028,0,8,25.04991,121.5104
500103029,0,10,25.05592,121.51367
500103030,1,22,25.05454,121.51052
500103031,0,5,25.07049,121.51596
500103032,0,0,25.06054,121.51338
500103033,1,12,25.06867,121.51993
500103034,0,4,25.05369,121.51418
500103035,1,11,25.06853,121.51359
500103036,0,2,25.06407,121.51822
500103037,1,18,25.04925,121.51468
500103038,1,12,25.06594,121.51078
500103039,1,15,25.05205,121.50818
500103040,0,7,25.06011,121.51729
500103041,0,4,25.07491,121.5115
500103042,1,9,25.06496,121.51608
500103043,0,3,25.05918,121.51373
500103044,1,25,25.05662,121.50783
500103045,1,8,25.05805,121.51353
500103046,0,2,25.06322,121.5144
500103047,0,0,25.06247,121.51839
500103048,1,10,25.05366,121.51638
500103049,1,6,25.05756,121.51828
500103050,1,18,25.05646,121.51698
500103051,0,1,25.04937,121.51914
500103052,0,7,25.06129,121.52021
500103053,0,1,25.05296,121.51938
500103054,0,6,25.0515,121.51398
500103055,0,5,25.06587,121.51847
500103056,1,6,25.05658,121.50826
500103058,1,26,25.06669,121.51615
500103059,0,34,25.04879,121.51626
500103060,0,18,25.06036,121.51996
500103061,1,6,25.06157,121.51683
500103062,0,1,25.06095,121.51428
500103063,0,14,25.06092,121.51126
500103064,1,5,25.06603,121.51481
500103065,1,7,25.07473,121.51451
500103066,1,5,25.05348,121.50855
500103068,0,2,25.07563,121.51815
500103069,0,13,25.06289,121.51544
500103070,1,12,25.06997,121.51388
500103071,1,10,25.05621,121.51847
500103072,0,2,25.07194,121.51626
500103073,1,5,25.06864,121.51559
500103074,0,5,25.07477,121.51977
500103075,0,5,25.05044,121.50766
500103076,1,11,25.04888,121.50745
500103078,0,1,25.07576,121.52011
500104001,1,8,25.08128,121.51784
500104002,0,14,25.08914,121.51542
500104003,1,22,25.08695,121.51901
500104004,0,39,25.08521,121.51918
500104005,1,15,25.10277,121.53357
500104006,1,9,25.12011,121.53357
500104007,1,10,25.11856,121.52964
500104008,0,14,25.11633,121.53414
500104009,0,8,25.11356,121.53718
500104010,0,27,25.11127,121.53244
500104012,0,5,25.11341,121.53195
500104013,1,8,25.12011,121.52652
500104014,1,28,25.11184,121.52589
500104015,0,3,25.08009,121.51895
500104016,1,10,25.07994,121.52426
500104018,1,5,25.10813,121.5304
500104019,1,14,25.1054,121.5295
500104020,0,18,25.10399,121.52593
500104021,1,22,25.10155,121.52832
500104022,0,4,25.10186,121.53083
500104023,1,15,25.08302,121.52069
500104024,1,7,25.08671,121.52096
500104025,0,12,25.08828,121.51985
500104026,1,11,25.0848,121.52125
500104027,0,3,25.08736,121.52272
500104028,0,18,25.10364,121.52219
500104029,1,12,25.10208,121.51979
500104030,0,10,25.08388,121.52535
500104031,0,50,25.08403,121.5249
500104033,0,11,25.09896,121.53025
500104034,0,0,25.09651,121.52753
500104035,0,28,25.08911,121.52154
500104036,0,3,25.09164,121.51706
500104037,0,6,25.09631,121.51449
500104038,0,13,25.09598,121.51776
500104039,0,6,25.09619,121.5223
500104040,0,25,25.09419,121.52833
500104042,0,19,25.08771,121.52677
500104043,0,6,25.09435,121.51702
500104044,0,0,25.10991,121.53039
500104045,1,10,25.10455,121.53195
500104046,0,0,25.10225,121.52286
500104047,0,4,25.10143,121.53585
500104048,0,6,25.10113,121.55159
500104049,1,5,25.09106,121.51502
500104050,0,5,25.09755,121.54036
500104051,1,17,25.08678,121.50948
500104052,0,10,25.08505,121.51166
500104053,1,6,25.08393,121.51169
500104054,0,23,25.08254,121.5075
500104055,0,38,25.10459,121.52417
500104056,1,5,25.08824,121.51054
500104058,1,10,25.09346,121.50376
500104059,1,7,25.10641,121.52944
500104060,1,16,25.0902,121.50622
500104061,0,5,25.09833,121.54788
500104062,0,2,25.09763,121.53402
500104063,0,11,25.09312,121.51419
500104064,1,14,25.08279,121.51219
500104065,0,5,25.10893,121.46639
500104066,1,8,25.10304,121.48297
500104067,0,2,25.1064,121.4836
500104068,1,9,25.11314,121.48974
500104069,0,6,25.10261,121.48819
500104070,1,6,25.09669,121.49706
500104071,1,6,25.10696,121.53234
500104072,1,17,25.11044,121.53595
500104073,1,19,25.08899,121.51751
500104074,1,16,25.10775,121.52312
500104075,1,13,25.0933,121.51962
500104076,1,19,25.09609,121.53006
500104077,0,3,25.09709,121.54229
500104078,1,8,25.08217,121.51074
500104079,0,13,25.11306,121.53945
500104080,1,6,25.08887,121.50314
500104081,1,7,25.10012,121.53253
500104082,1,9,25.08019,121.5202
500104083,1,12,25.10455,121.53025
500104084,1,4,25.10199,121.52927
500104085,1,12,25.09812,121.52449
500104086,0,11,25.12408,121.53003
500104087,0,4,25.08637,121.5247
500104088,0,4,25.10094,121.52243
500104089,0,3,25.0796,121.5237
500104090,0,39,25.09029,121.50189
500104091,1,38,25.08577,121.52531
500104092,0,10,25.1107,121.53999
500104094,0,3,25.08756,121.51177
500104095,1,9,25.08406,121.5067
500104096,1,5,25.0881,121.50873
500104097,1,5,25.08912,121.5049
500104098,1,7,25.0841,121.52341
500104099,0,13,25.08761,121.52608
500104100,1,4,25.08408,121.50959
500104101,1,10,25.08471,121.5089
500104102,0,1,25.11742,121.53472
500104103,0,12,25.10203,121.52561
500104104,0,2,25.10585,121.52376
500104105,0,1,25.08238,121.52309
500104106,0,11,25.09765,121.52757
500104107,0,28,25.09561,121.52552
500104108,0,56,25.10336,121.52263
500104109,0,0,25.08762,121.52711
500104110,0,12,25.08036,121.5084
500104111,1,6,25.09013,121.52054
500104112,1,17,25.08182,121.52431
500104113,0,4,25.11247,121.52914
500104114,1,11,25.09677,121.51931
500104115,0,4,25.11642,121.53743
500104116,1,7,25.11579,121.53113
500104117,1,14,25.09886,121.51835
500104118,1,9,25.09646,121.49358
500104119,0,13,25.10566,121.52922
500104120,0,4,25.10519,121.52869
500104121,0,12,25.09204,121.52472
500104122,1,8,25.09762,121.51321
500104123,0,4,25.07793,121.52357
500104124,0,3,25.11836,121.53466
500104125,0,15,25.11633,121.53295
500104126,1,8,25.10893,121.52319
500104128,0,14,25.10985,121.52859
500104129,0,0,25.09441,121.53285
500104130,0,3,25.09601,121.53262
500104131,1,7,25.0848,121.51253
500104132,1,16,25.07892,121.52157
500104133,0,4,25.09854,121.53528
500104134,1,12,25.09064,121.52765
500104135,0,0,25.11576,121.52693
500104136,1,15,25.08248,121.52548
500104137,1,10,25.09862,121.53749
500104138,1,6,25.10844,121.49552
500104139,0,2,25.11383,121.52698
500104140,0,5,25.09033,121.52687
500105001,1,15,25.00402,121.54074
500105002,0,0,25.0027,121.53861
500105003,1,23,25.00115,121.53916
500105004,1,23,25.00154,121.5364
500105005,0,0,25.00144,121.53983
500105006,1,9,24.99621,121.54043
500105007,1,25,24.99366,121.54124
500105008,0,3,24.99898,121.5403
500105009,1,10,24.998336212959,121.53686287812
500105010,1,18,25.00587,121.55012
500105011,0,24,25.00465,121.54916
500105012,0,4,25.00346,121.54709
500105013,1,17,25.00219,121.54454
500105014,0,0,24.99136,121.54008
500105015,0,1,25.00792,121.53731
500105016,1,11,24.99543,121.54725
500105017,0,6,24.99118,121.5436
500105018,1,22,24.98737,121.57726
500105019,1,26,24.99873,121.57985
500105020,1,13,24.99798,121.57455
500105021,1,20,24.99886,121.56769
500105022,1,19,24.99676,121.5596
500105023,0,12,25.00467,121.55684
500105024,1,9,24.99982,121.54761
500105025,0,7,24.98816,121.55528
500105026,0,0,24.98747,121.54984
500105027,1,27,24.98573,121.54532
500105028,1,12,24.98859,121.54336
500105029,1,9,24.97837,121.55548
500105030,1,14,24.98058,121.55624
500105031,0,21,24.98414,121.56907
500105032,0,24,24.98471,121.56332
500105033,0,0,24.98574,121.56745
500105034,0,1,24.97619,121.5583
500105035,0,26,24.98959,121.56959
500105036,0,2,24.98718,121.56059
500105037,0,4,24.98814,121.56356
500105038,0,5,24.98088,121.56313
500105039,1,6,24.98181,121.56567
500105040,1,4,24.98301,121.55404
500105041,0,0,24.98537,121.57959
500105042,0,2,24.98642,121.56514
500105043,1,5,24.98935,121.56651
500105044,1,12,24.99151,121.56836
500105045,0,6,24.99111,121.56703
500105046,1,4,24.97989,121.56753
500105047,0,12,24.99889,121.5433
500105048,0,15,24.99939,121.55848
500105049,1,10,24.99579,121.55498
500105050,1,10,25.00348,121.55642
500105051,1,4,25.00079,121.57534
500105053,0,0,24.99797,121.54982
500105054,1,5,24.98543,121.58006
500105055,1,24,25.00115,121.55142
500105056,0,0,24.99271,121.55865
500105057,1,5,24.99472,121.55949
500105058,1,10,24.98695,121.56456
500105059,0,5,24.98662,121.57071
500105060,0,12,24.98339,121.55645
500105061,0,1,25.00753,121.53719
500105063,1,4,24.982,121.5717
500105064,1,9,25.00264,121.5768
500105066,0,2,25.01076,121.53637
500105067,1,6,25.00345,121.53636
500105068,1,4,24.99609,121.54284
500105069,1,19,24.9966,121.5403
500105070,0,2,25.00825,121.53419
500105071,0,1,24.99279,121.54255
500105072,0,18,24.98939,121.57682
500105073,0,3,25.00743,121.55877
500105074,0,0,24.99696,121.54454
500105075,0,12,24.98768,121.56565
500105076,1,7,24.98944,121.56195
500105077,1,7,24.98808,121.54723
500105079,0,1,24.9825,121.55949
500105080,1,13,25.00223,121.57039
500105081,1,14,25.00198,121.54856
500105082,0,4,24.99197,121.57371
500105083,1,5,24.98532,121.55831
500105084,1,17,24.98655,121.5552
500105085,1,6,24.98217,121.55782
500105086,1,7,25.00268,121.55277
500105087,0,3,24.99925,121.55553
500105088,0,4,24.97932,121.55406
500105089,1,16,24.99892,121.54887
500105090,0,7,24.99509,121.57199
500105091,1,6,25.00437,121.55048
500105092,0,15,24.98839,121.55238
500105093,0,3,25.00492,121.55582
500105094,1,8,25.00061,121.54941
500105095,1,6,24.99746,121.54543
500105096,1,7,24.98184,121.56125
500105097,1,7,24.99438,121.54376
500105098,1,9,24.99442,121.53844
500105100,0,7,24.9884,121.57786
500105101,0,7,24.9983,121.57279
500105102,1,7,24.98981,121.54783
500105103,1,10,24.98783,121.55831
500105104,1,10,25.00516,121.56757
500105106,1,6,24.98994,121.57513
500105107,0,9,25.00335,121.5655
500105108,1,13,24.9893,121.53976
500105109,1,5,24.98826,121.54065
500105110,1,8,24.98327,121.56515
500105111,1,16,24.98505,121.54953
500105112,0,5,24.99715,121.56179
500105113,0,3,24.98703,121.54884
500105114,1,9,24.98686,121.56301
500105115,0,8,24.988,121.56018
500106001,1,10,25.013741,121.53068
500106002,0,3,25.014697,121.531908
500106003,0,9,25.014529,121.534374
500106004,1,8,25.015069,121.533828
500106005,0,0,25.02694,121.52224
500106006,1,17,25.0255,121.52346
500106007,1,11,25.0197,121.529
500106008,0,0,25.02069,121.52456
500106009,1,17,25.02277,121.52289
500106010,1,14,25.02092,121.52049
500106011,0,3,25.02075,121.52771
500106012,1,7,25.02102,121.52751
500106013,0,2,25.02345,121.52498
500106014,0,3,25.02338,121.51889
500106015,0,0,25.02701,121.52164
500106016,0,3,25.02805,121.52155
500106017,0,8,25.02698,121.52081
500106018,0,20,25.02723,121.51659
500106019,0,3,25.02933,121.51854
500106020,1,13,25.02923,121.52058
500106021,1,21,25.031,121.52211
500106022,0,9,25.03239,121.51866
500106023,1,14,25.03376,121.51772
500106025,0,7,25.02609,121.51389
500106026,1,9,25.02543,121.51052
500106027,1,17,25.02643,121.50936
500106028,0,4,25.02598,121.50806
500106029,0,34,25.02886,121.50518
500106030,0,0,25.03024,121.50904
500106031,0,5,25.03132,121.50745
500106037,0,0,25.01602,121.52565
500106038,0,30,25.03543,121.50834
500106039,0,0,25.03567,121.51006
500106040,0,25,25.03907,121.5138
500106041,1,10,25.03938,121.50772
500106042,0,6,25.04367,121.52849
500106043,0,3,25.04527,121.5222
500106044,0,8,25.04193,121.52459
500106046,1,4,25.03915,121.52163
500106047,0,0,25.03786,121.51985
500106048,0,6,25.0357,121.5241
500106049,0,0,25.04428,121.52336
500106050,0,10,25.03648,121.50951
500106051,1,24,25.03792,121.50846
500106052,0,6,25.0416,121.50842
500106053,1,19,25.04129,121.5112
500106054,1,13,25.03705,121.51249
500106055,0,8,25.03545,121.51327
500106056,0,6,25.03763,121.51709
500106057,1,37,25.0459,121.53068
500106058,0,0,25.03516,121.50641
500106059,1,24,25.04412,121.51025
500106060,0,19,25.04533,121.50944
500106061,0,0,25.04677,121.50989
500106062,1,36,25.04297,121.51643
500106063,1,12,25.01027,121.5331
500106064,0,6,25.0203,121.52302
500106065,0,2,25.04178,121.51907
500106066,1,13,25.03377,121.53041
500106067,1,35,25.04842,121.51994
500106068,0,9,25.03132,121.50519
500106069,0,6,25.04235,121.53222
500106070,0,4,25.04478,121.53274
500106071,1,24,25.04503,121.51968
500106072,0,2,25.03526,121.5168
500106073,1,9,25.04553,121.52736
500106074,0,15,25.02266,121.52362
500106075,1,12,25.03443,121.52721
500106077,0,4,25.04094,121.52215
500106078,1,9,25.04023,121.52565
500106079,0,2,25.03615,121.5166
500106080,0,20,25.04821,121.51903
500106083,1,20,25.04779,121.52042
500106084,1,10,25.04244,121.50864
500106085,0,7,25.03828,121.51524
500106086,0,3,25.0385,121.51288
500106087,0,3,25.01808,121.5275
500106088,1,10,25.04051,121.52401
500106089,0,0,25.03145,121.51941
500106090,0,8,25.01328,121.53004
500106091,0,0,25.03895,121.52233
500106092,0,26,25.04178,121.50869
500106093,0,2,25.0384,121.52801
500106094,1,5,25.03746,121.52799
500106095,0,0,25.03846,121.52497
500106096,1,13,25.02815,121.51108
500106097,0,8,25.0299,121.51033
500106098,0,2,25.03158,121.51464
500106099,0,1,25.04659,121.52377
500106100,1,16,25.04597,121.52579
500106101,0,0,25.04692,121.52208
500106102,0,0,25.04272,121.53207
500106103,1,9,25.04113,121.53273
500106104,0,0,25.04074,121.51586
500106105,1,14,25.04461,121.5188
500106106,0,6,25.0425,121.5227
500106107,0,4,25.03837,121.52345
500106108,0,4,25.02703,121.50686
500106109,1,6,25.03371,121.51068
500106110,1,17,25.04467,121.52357
500106111,1,14,25.03788,121.51904
500106112,1,17,25.04724,121.51272
500106113,0,14,25.04127,121.52697
500106114,0,14,25.03811,121.52855
500106115,1,16,25.04148,121.5287
500106116,1,9,25.02507,121.51645
500106117,0,7,25.03898,121.53058
500106118,0,11,25.03212,121.51861
500106119,0,6,25.02484,121.51973
500106120,1,14,25.02682,121.51737
500106121,1,26,25.02965,121.51415
500106122,1,6,25.0289,121.5097
500106123,1,8,25.03796,121.53261
500106124,0,2,25.04032,121.53141
500106125,0,10,25.0275,121.51013
500106126,0,7,25.04418,121.52552
500106127,1,7,25.04281,121.52629
500106128,1,16,25.02542,121.51233
500106129,0,8,25.02757,121.50771
500106130,0,13,25.0255,121.52067
500106131,0,0,25.03862,121.52385
500106132,0,65,25.03896,121.51093
500106133,0,6,25.03351,121.5156
500106134,1,7,25.03008,121.50768
500106135,1,12,25.01346,121.5355
500106136,1,10,25.01193,121.52861
500106137,1,9,25.03532,121.51117
500106138,0,7,25.0426,121.53006
500106141,0,0,25.03276,121.52135
500106142,0,7,25.03454,121.51733
500107001,0,4,25.08251,121.54004
500107002,1,5,25.07805,121.5295
500107003,0,0,25.0803,121.56251
500107004,1,8,25.08524,121.53748
500107005,1,13,25.08258,121.54462
500107006,1,6,25.08009,121.55226
500107007,0,6,25.08474,121.54968
500107008,0,0,25.084751813542,121.555090270105
500107009,1,11,25.07985,121.55609
500107010,0,27,25.07976,121.55813
500107011,0,9,25.07923,121.5473
500107012,1,21,25.04585,121.54375
500107013,1,23,25.05176,121.54217
500107014,0,17,25.04833,121.53469
500107015,0,29,25.04861,121.52935
500107016,0,1,25.04765,121.52589
500107017,0,34,25.05194,121.52766
500107018,0,3,25.05316,121.53146
500107020,0,2,25.05639,121.52752
500107021,0,10,25.06642,121.53735
500107022,1,17,25.05778,121.53692
500107023,1,31,25.05606,121.54175
500107024,0,52,25.06106,121.54406
500107025,0,12,25.06045,121.54077
500107026,0,0,25.05469,121.53686
500107027,1,23,25.05214,121.5368
500107028,0,14,25.05246,121.5332
500107029,0,4,25.04762,121.54043
500107030,1,14,25.05604,121.53166
500107031,1,7,25.0471,121.5277
500107032,0,5,25.04699,121.53735
500107033,1,6,25.0614,121.53929
500107034,0,4,25.06225,121.54107
500107035,0,11,25.06246,121.52705
500107036,1,16,25.05992,121.5333
500107037,0,0,25.06531,121.52565
500107038,0,4,25.06283,121.52697
500107039,1,10,25.06491,121.52449
500107040,0,9,25.06652,121.52762
500107041,0,1,25.06847,121.52559
500107042,0,1,25.06987,121.52291
500107043,0,0,25.06816,121.52265
500107044,1,7,25.04983,121.52853
500107045,0,0,25.05201,121.52556
500107046,1,9,25.05337,121.5289
500107047,0,12,25.05583,121.52821
500107048,1,8,25.06682,121.54213
500107049,0,14,25.06505,121.54366
500107050,1,16,25.06424,121.54037
500107051,1,32,25.06251,121.53765
500107052,1,10,25.06585,121.53338
500107053,1,6,25.06533,121.53177
500107054,1,5,25.06595,121.53041
500107055,1,9,25.06833,121.5328
500107056,0,10,25.07154,121.53058
500107058,0,1,25.04573,121.53508
500107059,0,9,25.05228,121.52176
500107060,0,0,25.06416,121.52203
500107061,1,18,25.06839,121.53032
500107062,1,22,25.05867,121.53305
500107063,1,18,25.05497,121.52536
500107064,0,10,25.06503,121.53678
500107065,0,0,25.04985,121.53312
500107066,1,11,25.04836,121.53669
500107067,0,12,25.04611,121.53193
500107068,1,8,25.06269,121.53061
500107069,0,21,25.0651,121.5224
500107070,0,0,25.05575,121.52168
500107071,0,5,25.0568,121.53191
500107072,1,10,25.05731,121.53021
500107074,1,6,25.05808,121.52887
500107075,0,8,25.05794,121.54244
500107076,0,25,25.06028,121.52991
500107078,1,10,25.05873,121.52488
500107079,0,3,25.05955,121.52744
500107080,0,14,25.0734,121.53985
500107081,0,1,25.07275,121.5373
500107082,0,18,25.06807,121.53673
500107083,0,7,25.05619,121.53949
500107084,1,7,25.06597,121.54117
500107085,1,11,25.06142,121.52305
500107086,1,4,25.08303,121.5604
500107087,1,10,25.06157,121.52439
500107088,0,8,25.05189,121.53517
500107089,1,11,25.05205,121.54012
500107090,0,17,25.06389,121.51916
500107091,0,18,25.08152,121.54646
500107092,1,10,25.0801,121.54708
500107093,0,9,25.0512,121.53312
500107095,0,4,25.07864,121.55557
500107096,0,17,25.05791,121.53114
500107097,1,8,25.05765,121.53299
500107098,1,5,25.05277,121.53013
500107099,1,5,25.05481,121.53032
500107100,1,6,25.05488,121.53142
500107101,1,13,25.05215,121.53276
500107102,1,8,25.05215,121.53171
500107103,1,5,25.05499,121.53295
500107104,1,6,25.07802,121.53511
500107105,1,10,25.06873,121.52003
500107106,0,1,25.06493,121.52778
500107107,1,5,25.06532,121.52848
500107108,0,3,25.07934,121.54671
500107109,1,17,25.07983,121.55236
500107110,0,2,25.06245,121.53043
500107111,0,9,25.05473,121.54026
500107112,0,5,25.06305,121.52776
500107113,0,8,25.05476,121.53693
500107114,1,12,25.06432,121.53349
500107115,1,16,25.07063,121.52327
500107116,1,27,25.08476,121.53789
500107117,1,10,25.07818,121.56175
500107118,1,22,25.05223,121.52581
500107119,0,11,25.07825,121.55337
500107120,1,9,25.05339,121.5401
500107121,0,3,25.06819,121.52767
500107122,1,8,25.05253,121.54256
500107123,0,2,25.04478,121.53661
500107124,0,12,25.05004,121.54043
500107125,0,0,25.08431,121.54755
500107126,1,13,25.05196,121.5433
500107127,1,6,25.06228,121.53702
500107128,1,7,25.06688,121.5257
500107129,1,11,25.07059,121.52812
