station_id,balanced,final_bikes,latitude,longitude
500108174,1,10,25.07264,121.60692
500108175,1,6,25.07595,121.62257
500108177,1,9,25.06092,121.58898
500108182,1,10,25.06468,121.58654
500108183,1,9,25.07165,121.61177
500108184,1,8,25.06658,121.60803
500108185,1,8,25.0692,121.6122
500108186,1,15,25.06082,121.58757
500108188,1,11,25.06701,121.61194
500108189,1,8,25.08383,121.60253
500108192,1,12,25.06572,121.59778
500108193,1,10,25.06703,121.59048
500108195,1,9,25.07837,121.59652
500108196,1,8,25.07966,121.59793
500108197,1,10,25.07077,121.59
500108199,1,13,25.06769,121.61163
500108200,1,8,25.06865,121.60884
500108201,1,8,25.07457,121.5901
500108204,1,11,25.08107,121.58609
500111003,1,20,25.05014,121.59238
500111004,1,11,25.04919,121.58832
500111012,0,4,25.04763,121.61145
500111013,1,22,25.05469,121.61669
500111014,1,19,25.04697,121.61375
500111018,1,7,25.054,121.61334
500111019,0,16,25.05933,121.61677
500111020,1,13,25.05668,121.61137
500111021,1,8,25.05629,121.607
500111022,1,12,25.05485,121.60866
500111023,1,15,25.05716,121.59792
500111024,1,14,25.05437,121.59423
500111025,0,0,25.05252,121.60922
500111026,1,10,25.05201,121.60741
500111027,1,7,25.05192,121.60642
500111028,1,7,25.05507,121.6028
500111030,1,6,25.04681,121.61703
500111031,1,11,25.04805,121.61594
500111032,1,7,25.05343,121.59945
500111033,1,10,25.05766,121.60396
500111034,1,10,25.05211,121.59839
500111035,1,19,25.05326,121.60656
500111036,1,9,25.05266,121.61275
500111037,1,8,25.05627,121.61369
500111038,1,12,25.05831,121.61422
500111040,1,10,25.0521,121.59053
500111041,1,8,25.05285,121.59279
500111043,1,10,25.05289,121.58599
500111049,1,6,25.06148,121.61384
500111050,1,7,25.05937,121.61072
500111051,1,9,25.05293,121.60549
500111053,1,8,25.06164,121.61267
500111054,1,6,25.06271,121.61597
500111055,0,4,25.05853,121.60983
500111056,1,13,25.05436,121.6181
500111057,1,6,25.05172,121.61686
500111059,1,12,25.05705,121.59265
500111060,1,25,25.0582,121.59368
500111061,1,8,25.05465,121.6185
500111062,1,12,25.05535,121.61838
500111063,1,6,25.04675,121.58731
500111066,1,8,25.0483,121.59425
500111067,1,11,25.05368,121.59969
500111068,1,8,25.05225,121.60766
500111069,1,16,25.05343,121.60633
500111074,1,8,25.05543,121.5892
500111076,1,7,25.05545,121.61646
500111078,1,7,25.05394,121.59124
500111079,1,10,25.05066,121.59431
500111080,0,11,25.04916,121.58906
500111082,1,4,25.05457,121.58781
500111083,1,5,25.05381,121.58638
500111084,1,6,25.0488,121.58742
500111085,1,5,25.05296,121.61713
500111086,1,6,25.04728,121.58605
500111088,1,10,25.05163,121.59535
500111089,1,9,25.05486,121.5944
500111090,1,7,25.04997,121.6162
500111091,1,8,25.05801,121.60674
500111096,1,6,25.05469,121.60381
500111097,1,13,25.06043,121.61498
500111113,1,8,25.058,121.62189
500111114,1,9,25.05124,121.59361
500111115,1,6,25.05156,121.6014
500111116,1,12,25.05216,121.60338
500111117,1,10,25.04857,121.59401
500111118,1,8,25.0614,121.61795
500111119,0,0,25.05791,121.61704
500111120,1,6,25.0586,121.61973
500111121,1,7,25.06148,121.61698
500111123,1,9,25.05312,121.58928
